tweetText,tweetCreated,tweetLength,negSentiment,neuSentiment,posSentiment,comSentiment,Sentiment_Label
@musser_benson @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @mastersdrimist @CathyPe78176224â€¦ https://t.co/Y5QLOPXiW8,########,135,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @mastersdrimist @CathyPe78176224â€¦ https://t.co/pt8bEqviL0,########,130,0,1,0,0,Neutral
RT @WellsFargo: Unopened meal kits piling up in your fridge? Track recurring payments with Control Towerâ„ . Only from Wells Fargo.,########,129,0,0.905,0.095,0.25,Neutral
RT @adomantholdings: @DeadlyClear @truthsearch1957 @MaryHill387 @musser_benson @StopFraud4 @Darla_Marlene @nadiaskin1 @ForeclosureOz @blackâ€¦,########,140,0,1,0,0,Neutral
RT @adomantholdings: @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @mastersdrimist @CathyPe78176224â€¦ https://t.co/JBMasFNJel,########,130,0,1,0,0,Neutral
"Thank you to our partners @BostonChildrens @WellsFargo @midascollab @GBinterfaith for helping us launch STASH, ourâ€¦ https://t.co/lOIcUk3qsO",########,139,0,0.749,0.251,0.5719,Neutral
RT @adomantholdings: @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224â€¦ https://t.co/EQosPVx4Cw,########,135,0,1,0,0,Neutral
RT @adomantholdings: @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
RT @adomantholdings: @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
RT @adomantholdings: @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
@ShannonKetcher2 @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimistâ€¦ https://t.co/L1LFgKP2cP,########,135,0,1,0,0,Neutral
New @WellsFargo interim leader has strong #ColumbusGA connection https://t.co/fCMDc50ptH,########,88,0,0.708,0.292,0.5106,Positive
RT @ourkidz3: @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224â€¦ https://t.co/U3uCCqB9pL,########,135,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224â€¦ https://t.co/oZsEyW6TJO,########,135,0,1,0,0,Neutral
"RT @michaelkingwf: Tim Sloan, @WellsFargoâ€™s retiring CEO, is one of the kindest, most humble and thoughtful leaders I have ever had the pleâ€¦",########,140,0,0.88,0.12,0.4336,Neutral
@SenWarren @WellsFargo Truly laughable,########,38,0,0.328,0.672,0.4767,Positive
@stiritup15 @ZagMBB @WellsFargo A 1 seed reaching the sweet 16 is not considered a success.,########,91,0.178,0.536,0.286,0.2028,Positive
@SenWarren @WellsFargo Just like you!!!!,########,40,0,0.522,0.478,0.5673,Neutral
"RT @crypto_Turd: The common man is getting raked over the coals by the likes of @WellsFargo @jpmorgan @PeoplesUnited @Citi @Apple ...
 
 
 
  itâ€™â€¦",########,140,0,0.882,0.118,0.4215,Negative
4.The @ImpactAssets DAF could also be the loan loss reserve if uwanted2stitch in a CD 2invest in the entrepreneursâ€¦ https://t.co/ua1snROPzE,########,139,0.113,0.887,0,-0.3182,Neutral
@DeboraDeMAGA @beastsaver @JoAnnKennedyCAN @CathyPe78176224 @musser_benson @mkaz9800 @AJOKERONJACK @ForeclosureOzâ€¦ https://t.co/wzJVDO5tYL,########,138,0,1,0,0,Neutral
"RT @AllensOpEd: My elderly neighbor has been given until Monday to leave her home by @WellsFargo.
 
 
 
 She's disabled, just beat cancer, &amp; hasâ€¦",########,143,0.211,0.789,0,-0.6808,Issue
@WellsFargo And 2 new accounts opened surreptitiously as you exit unsatisfied?...,########,81,0,1,0,0,Issue
@prconversations @WellsFargo @PRDaily Thank you for sharing!,########,60,0,0.472,0.528,0.68,Positive
"@SandraGannon8 @WellsFargo And credit unions that donâ€™t prey on customers, fund Big Oil, or rainforest destruction.",########,115,0.182,0.69,0.128,-0.2732,Issue
"RT @tomleykis: Hey @WellsFargo! Now that your CEO has resigned in disgrace, does this mean you'll stop stealing from your customers from noâ€¦",########,140,0.375,0.625,0,-0.8858,Negative
RT @CathyPe78176224: @musser_benson @ShannonKetcher2 @tonimccrary @AJOKERONJACK @DeboraDeMAGA @beastsaver @FarndonDavid @handyman_neil @Donâ€¦,########,140,0,1,0,0,Neutral
"@rebsince71 @chumleydoogle @cspan @RepAOC @AOC @WellsFargo Maybe not held responsible for the leaks, but it begs thâ€¦ https://t.co/c1jDoOTN8B",########,140,0.08,0.92,0,-0.1232,Positive
@musser_benson @RepMaxineWaters @CFPB @WellsFargo Maxine! Hmmm this shit was stared by someone white,########,100,0.275,0.725,0,-0.6749,Neutral
RT @WFB_Fraud: @ourkidz3 @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @Beâ€¦,########,140,0,1,0,0,Neutral
@WFB_Fraud @WellsFargo Oh good. Next time you get a human on the phone let them know they are laundering pot moneyâ€¦ https://t.co/1gsxgSrxDi,########,139,0,0.873,0.127,0.4404,Issue
"Another SUCCESSFUL account top up ðŸ¾ðŸ”¥ðŸ’°ðŸ’ƒ
 
 
 
 More accounts needed for Asap. 
 
 DM for deals
 
 #usaa @USAA @WellsFargoâ€¦ https://t.co/hjk3HKdhra",########,135,0,0.716,0.284,0.7456,Positive
@ZagMBB @WellsFargo Awesome season guys. Hold your heads high.,########,62,0,0.661,0.339,0.6249,Positive
This is totally unacceptable! @realDonaldTrump @DonaldJTrumpJr @RealJamesWoods @GalacticRedPill @drawandstrikeâ€¦ https://t.co/RX9H5qMtPn,########,135,0.285,0.715,0,-0.5551,Issue
@grandmastreamz @BlindRefs @ZagMBB @WellsFargo Gonzaga made the final four for the first time in 2017. Last five yâ€¦ https://t.co/bx6mFA0jZ7,########,140,0,1,0,0,Neutral
@grandmastreamz @BlindRefs @ZagMBB @WellsFargo UNC lost in S16 ðŸ¤·ðŸ»â€â™‚ï¸,########,68,0.161,0.839,0,-0.3182,Neutral
@grandmastreamz @BlindRefs @ZagMBB @WellsFargo Duke lost too ðŸ¤·ðŸ»â€â™‚ï¸,########,66,0.173,0.827,0,-0.3182,Neutral
@GSNCHX @WellsFargo #Wellsfargo $WFC Used #DeathThreats in #Illegal #Foreclosure on this #Disabled #Veterans #Fullyâ€¦ https://t.co/J1r3v0QC3T,########,140,0,1,0,0,Neutral
RT @SenWarren: I kept pushing the Fed to maintain the growth cap on @WellsFargo until Tim Sloan was gone. @SenSherrodBrown and I told the @â€¦,########,140,0,0.894,0.106,0.3818,Neutral
@SenWarren @WellsFargo You were suppose to fix the Government ðŸ˜‚ðŸ¤£ ðŸ˜‚ðŸ¤£ ðŸ˜‚,########,69,0.096,0.711,0.193,0.4404,Positive
@SenWarren @WellsFargo Oh lying like all you Politicans ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤” Cut me a break.....,########,81,0.324,0.529,0.147,-0.4588,Negative
"RT @lhbenoliel: Congrats to all the @WellsFargo Philadelphia CLIP grantees. What a talented, committed group of leaders! We @EntreprenWorksâ€¦",########,140,0,0.623,0.377,0.8439,Positive
@BlindRefs @ZagMBB @WellsFargo Final Four is over the hump for most programs. Most have never been.,########,100,0,1,0,0,Neutral
"@grandmastreamz @BlindRefs @ZagMBB @WellsFargo I'll repeat for you: 5 S16, 3 Elite 8 and championship runners up iâ€¦ https://t.co/67hZKMEXCM",########,140,0,0.838,0.162,0.4404,Neutral
"@JoeBucki18 @ZagMBB @WellsFargo If you knew the history of Gonzaga and where it came from, you'd understand why jusâ€¦ https://t.co/rHoAE2mbTP",########,140,0,1,0,0,Neutral
"The reason @WellsFargo never admits to any wrongdoing every time they pay a fine, is so their next crime, is like tâ€¦ https://t.co/CWjM122LYI",########,140,0.249,0.6,0.152,-0.4121,Issue
@WFB_Fraud @ourkidz3 @adomantholdings @M1mpossibl @beastsaver @mkaz9800 @musser_benson @mastersdrimistâ€¦ https://t.co/Jw3m3RioDG,########,127,0,1,0,0,Neutral
RT @ForBetterBanks: The board at @WellsFargo has elected announced C. Allen Parker as the interim CEO. The board's chairwoman said â€œthe boaâ€¦,########,140,0,1,0,0,Neutral
@adomantholdings @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimistâ€¦ https://t.co/yBfxRfvrGp,########,128,0,1,0,0,Neutral
@ourkidz3 @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimistâ€¦ https://t.co/AHxf7i8MkZ,########,128,0,1,0,0,Neutral
RT @MadGrad_Deals: Time to switch banks? Goodbye @WellsFargo! Want to get 2%+ interest on your savings? Upgrade to @CapitalOne and get upâ€¦,########,139,0,0.802,0.198,0.6062,Positive
RT @SenWarren: I kept pushing the Fed to maintain the growth cap on @WellsFargo until Tim Sloan was gone. @SenSherrodBrown and I told the @â€¦,########,140,0,0.894,0.106,0.3818,Neutral
RT @SenWarren: Tim Sloan was part of @WellsFargoâ€™s senior leadership during the fake accounts scam â€“ which he got rich off of and tried toâ€¦,########,139,0.217,0.669,0.115,-0.4939,Negative
RT @StevenBirnbaum: This year's @MLSWORKS @Wellsfargo #CommunityMVP Grand Prize Winner will win $25K! Support Amir Lowery &amp; vote today: httâ€¦,########,144,0.083,0.416,0.501,0.9336,Positive
RT @StevenBirnbaum: Support the legend himself Amir Lowery &amp; vote today! Vote for him as the @MLSWORKS @WellsFargo #CommunityMVP Grand Prizâ€¦,########,144,0.105,0.672,0.224,0.4926,Positive
RT @ourkidz3: @adomantholdings @M1mpossibl @beastsaver @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @CathyPe78176224 @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
"RT @SenWarren: Tim Sloan was supposed to fix @WellsFargoâ€™s problems. But how could he, when heâ€™d been the former CEO John Stumpâ€™s right-hanâ€¦",########,140,0.078,0.922,0,-0.2144,Negative
"RT @SenWarren: But @WellsFargo kept getting caught cheating â€“ on mortgages, car loans, money laundering, and loans to service-members (justâ€¦",########,140,0.214,0.786,0,-0.7096,Negative
"RT @StVrainHabitat: Thanks to @WellsFargo Pride of The Glens Coalition, staff, and volunteers, @StVrainHabitat helped organize a park landsâ€¦",########,140,0,0.751,0.249,0.6486,Positive
RT @CathyPe78176224: @adomantholdings @M1mpossibl @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800 @musser_benson @mastersdrimist @BeyondTheBantâ€¦,########,140,0,1,0,0,Neutral
RT @Get_Chip: Weigh down your spending. #FollowMyLead https://t.co/ZMnBcRylYf @Apple @RevolutApp,########,96,0,1,0,0,Neutral
RT @freiberg_max: @Apple make a debit card for us college kids who like the concept but donâ€™t want a credit score of 400,########,120,0,0.732,0.268,0.6808,Positive
Dear @tim_cook @apple can we please have more dynamic wallpapers! Regular wallpapers are boring! Thanks!,########,104,0.096,0.419,0.485,0.8507,Positive
"Happy Birthday to @PASenateGOP member @SenatorDiSanto! We hope you enjoy the best year yet. #HappyBirthday
 
 
 
 Did youâ€¦ https://t.co/aKErfIW5SX",########,140,0,0.495,0.505,0.9359,Positive
"RT @Apple: Titanium, laser-etched, no numbers, and no fees. A new kind of credit card. Coming this summer.",########,106,0.212,0.676,0.111,-0.2716,Positive
RT @Apple: Turn off your notifications when youâ€™re behind the wheel. Do Not Disturb While Driving. Thatâ€™s iPhone.,########,113,0,0.883,0.117,0.3089,Positive
"Whenever I take videos of my dog or watch someone elseâ€™s pet videos I have to ask, why hasnâ€™t @Apple perfected AI nâ€¦ https://t.co/bQJh4Ntc6n",########,140,0,0.85,0.15,0.5719,Positive
@Apple can yâ€™all pls make some sort of â€œclear allâ€ button? Iâ€™m the worst at closing my apps :( https://t.co/baKBS1VEim,########,118,0.277,0.672,0.051,-0.7717,Negative
"Apple did me over on April fools by sending me a pink watch, nice one @Apple xxx",########,80,0.16,0.7,0.14,-0.1027,Issue
#Auburn University looking to add @Apple to list of its co-op opportunities for students - https://t.co/vL8x0FiZcJ #MetroCOLA #highered,########,136,0,0.86,0.14,0.3818,Positive
RT @Apple: Let your phone do the reading for you. Speak Screen. Thatâ€™s iPhone.,########,78,0,1,0,0,Positive
has anyone had @Apple plug in headphones electrocute their ears while wearing? Happened to me this morning. Had toâ€¦ https://t.co/VezplpqJhM,########,139,0,1,0,0,Issue
"RT @Apple: Titanium, laser-etched, no numbers, and no fees. A new kind of credit card. Coming this summer.",########,106,0.212,0.676,0.111,-0.2716,Neutral
"Happy birthday, @Apple! Apple Computer Co. was formed #OTD in 1976 by Steve Jobs and Steve Wozniak. #NotAprilFools #Innovation #JustFun",########,135,0,0.826,0.174,0.6114,Neutral
RT @Apple: Apple TV+. A new home for the worldâ€™s most creative storytellers.,########,76,0,0.775,0.225,0.4927,Neutral
"RT @ValaAfshar: April 1, 1976 (43 years ago today):
 
 
 
 @Apple Computer is formed on April 1, 1976. It may have been April Fools' Day, but Steâ€¦",########,140,0.077,0.923,0,-0.2732,Neutral
"RT @iddris_sandu: Excited to announce that i'll be teaching a class on design for the largest company in the world. ðŸ
 
 @Apple
 
 
 
 This is blackâ€¦",########,140,0,0.909,0.091,0.34,Positive
@MadrasiBattery @Apple TrueðŸ˜‚ðŸ˜‚,########,29,0,1,0,0,Positive
"@apple @pschiller Now that some resources have cleared up (AirPower), why donâ€™t you devote some to making Apple casâ€¦ https://t.co/UT7Kofe6jV",########,140,0,0.826,0.174,0.4215,Positive
"Hey @Skype any word on being able to get Skype notifications, messages and or calls on the @Apple Watch again?â€¦ https://t.co/8AWbUCXY3s",########,135,0,1,0,0,Issue
@Apple Not true. Apple lets the US government to spy on its citizens.,########,69,0.163,0.837,0,-0.3252,Negative
@julietibrahim Lets raise support for #JulieTibrahim @Emmizunik88 @HSBC @OghenetegaEmma2 @Apple @realDonaldTrumpâ€¦ https://t.co/BEr4q1L75k,########,137,0,0.803,0.197,0.4019,Positive
"Iâ€™m ready to be able to change the background of my texts now.... @Apple Android been able to do that, itâ€™s one ofâ€¦ https://t.co/2dJpIGWpoQ",########,139,0,0.902,0.098,0.3612,Issue
@Oprah @tim_cook @Apple I'm so glad I have a android...dont want NOTHING to do with you. You evil individual @Oprah,########,115,0.179,0.611,0.21,-0.0602,Negative
@Apple u shouldnâ€™t be able to end a ft call by pressing the power button. i hung up on accident too much,########,104,0.147,0.853,0,-0.4767,Issue
Fun piece of @Apple history! Happy birthday Apple! ðŸŽ #tech #applenews https://t.co/SCCGkqjmFB,########,93,0,0.592,0.408,0.8217,Positive
@Martinwife2017 iPhone X @Apple ! Some natural light &amp; portait mode does wondersðŸ™Œ also some editing help from @Photoshop &amp; @Lightroom,########,141,0,0.756,0.244,0.6696,Positive
"Get on it, @Apple! https://t.co/rTLgu5ggTS",########,42,0,1,0,0,Neutral
"Happy 43rd Birthday @Apple, ðŸŽ‚ (founded April 1st, 1976 by Steve Jobs and Steve Wozniak) #Apple https://t.co/XXfPtFrSqV",########,118,0,0.821,0.179,0.5719,Positive
@Apple @tim_cook hi apple notice me please i took this using iphone 6 #shotoniphone,########,83,0,0.827,0.173,0.3182,Positive
"RT @TriviaPower: Madagascar is the worldâ€™s 4th largest island!
 
 @USMadagascar @wwf_mada @CINU261 @IQjackpot @hqtrivia @JustTheFactoids @Uberâ€¦",########,140,0,1,0,0,Neutral
@thekaelynn @Apple i b walkin on the treadmill ðŸ¤·â€â™‚ï¸ðŸ¤·â€â™‚ï¸ðŸ¤·â€â™‚ï¸,########,59,0,1,0,0,Neutral
"RT @GadgetsBoy: Hoping @Apple bundle some of the services. Gaming, Music, TV/Movies. I'm already subscribed to Netflix, Prime and Spotify,â€¦",########,139,0,0.872,0.128,0.4215,Positive
@Apple Do you realize what type of evil that you aligned yourself with by having Oprah? #muteoprah #cancelopraâ€¦ https://t.co/2sygnXyOeA,########,135,0.196,0.804,0,-0.6597,Negative
"RT @ValaAfshar: April 1, 1976 (43 years ago today):
 
 
 
 @Apple Computer is formed on April 1, 1976. It may have been April Fools' Day, but Steâ€¦",########,140,0.077,0.923,0,-0.2732,Neutral
Anybody else experiencing that their #iPhoneX can do about anything BUT allow you to talk to someone? @Apple insistâ€¦ https://t.co/OxgXZEdAOF,########,140,0,0.89,0.11,0.3291,Issue
"I really respect this company. 
 
 @Apple",########,38,0,0.541,0.459,0.5256,Positive
Hello @tim_cook can you please stop selling me broken accessories @AppleSupport @Apple,########,86,0.319,0.542,0.139,-0.4588,Issue
@flywithsid @Apple Thanks for the link. I will see.,########,51,0,0.707,0.293,0.4404,Positive
"RT @BoredElonMusk: Hey @Apple, getting to Mars is a lot easier by rocket versus building a pile of cash that reaches that far. #Protip",########,134,0,0.833,0.167,0.4588,Positive
Projecting April 7th for @SpaceX second launch of the #FalconHeavy. This will be the first launch since @Apple annoâ€¦ https://t.co/dgbx0Q6nSE,########,140,0,1,0,0,Neutral
"Note to future self: itâ€™s the @Apple macOS Preview app that lets you add text, shapes and lines to PDFs. No need toâ€¦ https://t.co/F6kPMWdHjA",########,140,0.087,0.913,0,-0.296,Neutral
@rathibr @Apple Did you check out this? https://t.co/FccRrxB3MB,########,63,0,1,0,0,Neutral
RT @Apple: Survive the accidental spill on your phone. Water Resistance. Thatâ€™s iPhone.,########,87,0.098,0.902,0,-0.0772,Positive
RT @Apple: Turn off your notifications when youâ€™re behind the wheel. Do Not Disturb While Driving. Thatâ€™s iPhone.,########,113,0,0.883,0.117,0.3089,Positive
RT @Apple: Pick the best shot from within a moving photo. Live Photos. Thatâ€™s iPhone.,########,85,0,0.756,0.244,0.6369,Positive
@aspathak22 @Apple I'm enjoying the fact that next millennials would have no idea what AirPower is. But we will :),########,114,0.065,0.685,0.25,0.6808,Positive
"RT @Apple: Titanium, laser-etched, no numbers, and no fees. A new kind of credit card. Coming this summer.",########,106,0.212,0.676,0.111,-0.2716,Neutral
"RT @AnnaKennedy1: World Autism Awareness Week 1-7 April 2019 https://t.co/2XMPVLawNz
 
 #autism #charity @apple #coventgarden #autismawarenessâ€¦",########,140,0,1,0,0,Neutral
@ElieFinegold @Apple @MetaPropNYC Both ðŸ˜‰,########,40,0,1,0,0,Neutral
"RT @Oprah: Iâ€™m partnering with @tim_cook and @Apple to leave this world a little bit smarter, kinder, and better than we found it. Apple TVâ€¦",########,140,0.04,0.672,0.288,0.8104,Positive
RT @Oprah: Who knew the elevator was going to spin? Only at @apple! https://t.co/aIV76v5nRm,########,91,0,1,0,0,Neutral
RT @Apple: Pick the best shot from within a moving photo. Live Photos. Thatâ€™s iPhone.,########,85,0,0.756,0.244,0.6369,Positive
@Apple Apple is good until Tim Cook decided to screw everything.,########,64,0.105,0.677,0.218,0.3612,Negative
"RT @AnnaKennedy1: World Autism Awareness Week 1-7 April 2019 https://t.co/2XMPVLawNz
 
 #autism #charity @apple #coventgarden #autismawarenessâ€¦",########,140,0,1,0,0,Neutral
"@Apple This is a MasterCard. Traditionally high (usery levels) interest rates. Also, limited to establishments that accept MC",########,125,0.088,0.651,0.26,0.5719,Neutral
"Latest rating of 1,000+ US employers on equitable benefits, non-discrim practices, inclusive culture re: #LGBTQ worâ€¦ https://t.co/yfV4bSQRzB",########,140,0,0.86,0.14,0.3818,Neutral
"RT @Apple: Titanium, laser-etched, no numbers, and no fees. A new kind of credit card. Coming this summer.",########,106,0.212,0.676,0.111,-0.2716,Positive
"@Apple IPHONE FULLY SHOT STLISH SHORT FILM 
 
 https://t.co/k4mIebaL5g",########,67,0,1,0,0,Neutral
@Apple Itâ€™s only longer because your updates killed the batteries on the iPhone 6s.,########,83,0.257,0.743,0,-0.6705,Issue
RT @Apple: Turn off your notifications when youâ€™re behind the wheel. Do Not Disturb While Driving. Thatâ€™s iPhone.,########,113,0,0.883,0.117,0.3089,Positive
RT @Apple: Easily log into apps by using your face as your password. Face ID. Thatâ€™s iPhone.,########,92,0,0.87,0.13,0.34,Positive
@SimoneMSamuels @iTunes @tim_cook So strange. I contatcted @Apple but they just told me to update to the newest itâ€¦ https://t.co/Gc2R9k5dDS,########,140,0.086,0.914,0,-0.1737,Positive
RT @Apple: Survive the accidental spill on your phone. Water Resistance. Thatâ€™s iPhone.,########,87,0.098,0.902,0,-0.0772,Positive
I second this motion @instagram @Apple https://t.co/gI2UCxOKEu,########,62,0,1,0,0,Neutral
"So, a few weeks ago @Apple changed the female Australian voice on #HomePod, and itâ€™s TERRIBLE.",########,94,0.215,0.785,0,-0.5904,Issue
"Overheard: there are ~220 #VC backed IPOs in the queue for 2019, 10x the usual number, w/collective equity value apâ€¦ https://t.co/X3BgFdL3qc",########,140,0,0.789,0.211,0.4215,Positive
"@Apple Never owned an Apple product, never will.",########,48,0,1,0,0,Neutral
"Thank you @Apple for fixing my phone, @JoMaloneLondon for bringing out the most beautiful scent that I just HAD toâ€¦ https://t.co/7lCkTa6VSI",########,139,0,0.729,0.271,0.7713,Negative
I need an eyeball emoji that looks the other way ðŸ‘€ @Apple,########,57,0,1,0,0,Neutral
Yes its better than @Apple airpods https://t.co/fW3kohbErw,########,58,0,0.472,0.528,0.6808,Positive
"One code to rule them all, #visa and #mastercard face off for next generation consumer payments. Personally I thinkâ€¦ https://t.co/7FMUzFL8jq",########,140,0,1,0,0,Neutral
"RT @TheAGamePodcast: You'd be foolish to miss the latest A-Game podcast! After their big announcement last week, @Apple is forging their waâ€¦",########,140,0.166,0.834,0,-0.4574,Positive
No guys!!! If there is ANYTHING that will make me rethink my relationship with @Apple itâ€™s their USELESS chargers. ðŸ¤¬ðŸ¤¬ðŸ¤¬ ðŸ¤¬,########,120,0.223,0.777,0,-0.7656,Negative
RT @Apple: Pick the best shot from within a moving photo. Live Photos. Thatâ€™s iPhone.,########,85,0,0.756,0.244,0.6369,Positive
"RT @EricStoller: How long before universities start using @Apple Business Chat as another student recruitment channel? Business tech today,â€¦",########,140,0,1,0,0,Neutral
RT @ICT_Works: Breaking News: @USAID Launches $4.1 Million Artificial Intelligence Initiative w/ @Google @Apple @amazon https://t.co/Z5zKhSâ€¦,########,140,0,0.829,0.171,0.4767,Positive
"Nice, @Apple told me a new song was available on an album I had preordered - and then charged me for it, without purchase confirmation!",########,135,0.072,0.803,0.124,0.3164,Positive
"@Apple @tim_cook Wow such impressive camera &amp; easy to use, just works, #iPhone XS https://t.co/sNfQNjab87",########,109,0,0.545,0.455,0.875,Positive
About time @SamsungMobile release android pie for the s8. I hope you keep older phones supported like @Apple. Only downside to android,########,134,0.075,0.637,0.288,0.6908,Positive
"RT @telecoms: The @telecoms podcast returns this week with @Apple , @Huawei and Europe! Watch or listen to the full episode here: https://tâ€¦",########,140,0,1,0,0,Neutral
@megangale @28delayslater @Tesla @elonmusk Looks like he might have hit 30 or even 35 mph...wow,########,95,0,0.848,0.152,0.3612,Positive
"@TeslaOpinion @iliketeslas @elonmusk Its true..
 
 Its because of @elonmusk 's publicity stunts and his out of the worâ€¦ https://t.co/IXVlYzeWwi",########,140,0,1,0,0,Positive
RT @Elbilforeningen: For the first time in history more than half of the passenger car market in Norway was fully electric. Much due to astâ€¦,########,140,0,1,0,0,Neutral
RT @johnabella: My @Tesla Model 3 was making noise tonight after a road trip. Pulled the frunk out... and found a ramen brick in the fan??â€¦,########,139,0,1,0,0,Negative
@prestonjbyrne Ever heard of the name @Boeing and #737mÐ°Ñ… ? You should stop flying then @Tesla @elonmusk @TeslaClubNJ,########,118,0.121,0.879,0,-0.296,Issue
"@jgrano305 @Tesla @NissanElectric It's pretty common between motorbikers, I should think EV drivers will likewise show fraternity.",########,130,0,0.824,0.176,0.4939,Positive
RT @Elbilforeningen: For the first time in history more than half of the passenger car market in Norway was fully electric. Much due to astâ€¦,########,140,0,1,0,0,Neutral
@GaragedoorsGman @jfosback @InsideEVs @Tesla people don't get that. Tesla doesn't operate with paralysis by analysiâ€¦ https://t.co/dP0jZBwzQm,########,140,0,1,0,0,Neutral
For the first time in history more than half of the passenger car market in Norway was fully electric. Much due toâ€¦ https://t.co/1W5hoTMNlS,########,139,0,1,0,0,Neutral
Good morning @Tesla . Just wanna say I love you,########,47,0,0.458,0.542,0.7964,Positive
@julietibrahim Lets raise support for #JulieTibrahim @Emmizunik88 @HSBC @OghenetegaEmma2 @Apple @realDonaldTrumpâ€¦ https://t.co/BEr4q1L75k,########,137,0,0.803,0.197,0.4019,Positive
"RT @Ruwanpdx: First road trip in the model 3! Down the coast from Portland to Big Sur with some adventures in between. Over 2000 miles, noâ€¦",########,139,0,0.903,0.097,0.4003,Positive
@CNBC The only car Iâ€™m buying is @Tesla and the only car I will pay full sticker price for is Tesla #Model3 . Tax rebate or no Tax rebate.,########,138,0.126,0.874,0,-0.3818,Positive
@zollotech @bcartwright86 @Tesla Imagine fans of electric cars changing them like phones every couple years.,########,108,0,0.848,0.152,0.3612,Positive
RT @elonmusk: @jeffmjenkins @Hughes_Zoo @Tesla Surprisingly difficult to address false positives with rain. System would go nuts trying toâ€¦,########,139,0.189,0.591,0.22,0.2023,Positive
@zollotech @mswsquad @Tesla Any car will last a very long time as long as itâ€™s well looked after,########,96,0,0.884,0.116,0.2732,Positive
@RenatoD14713839 @sascha_p @auto_schmidt @franz_rother @Tesla @ElectrekCo @BertelSchmitt @Tweetermeyer @CGrantWSJ Nâ€¦ https://t.co/ugFVw687O1,########,140,0,1,0,0,Neutral
"@Tesla 
 
 ""Tesla boom lifts Norway's electric car sales to 58 percent market share"" - https://t.co/OJSsFg1ugi",########,107,0,0.855,0.145,0.296,Positive
"@bcartwright86 @mswsquad @Tesla Well, your statement wasnâ€™t wrong",########,65,0.277,0.536,0.188,-0.25,Negative
RT @elonmusk: @jeffmjenkins @Hughes_Zoo @Tesla Surprisingly difficult to address false positives with rain. System would go nuts trying toâ€¦,########,139,0.189,0.591,0.22,0.2023,
RT @TeslaOwnersTwn: Test ride weekend! @TeslaOwnersTwn this weekend provided free test rides to a group of 270+ BMW owners. They were thoroâ€¦,########,140,0,0.848,0.152,0.5562,Positive
@zollotech @mswsquad @Tesla I was literally joking ðŸ™ƒ I can see this has gone way too far,########,88,0,0.888,0.112,0.2263,Negative
@JPUConn @elonmusk @Tesla Thanks for sharing. How does thing work? Used it??,########,76,0,0.616,0.384,0.7383,Issue
RT @NickiThiim: This will be the livery for my last EVER @FIAWEC race. Greatful for the good times at @AMR_Official ! Thank you @elonmusk fâ€¦,########,140,0,0.794,0.206,0.69,Neutral
@mswsquad @bcartwright86 @Tesla But that doesnâ€™t matter too much to me as I tend to get rid of cars every few yearsâ€¦ https://t.co/6CUTv6E83G,########,140,0,0.948,0.052,0.0387,Neutral
